日付,曜日,テーマNo,テーマ ( タイトル ),AIへの命令文の例
2028/05/01,土,No.03686,花束で戦う兵士,戦場で、兵士たちが銃や剣の代わりに、色とりどりの美しい花束を構え、互いに投げ合ったり、突きつけたりして戦っている様子を生成してください。
2028/05/02,日,No.03687,音が通貨になる市場,市場（バザール）で、人々が品物を買うために、お金の代わりに美しい歌声や楽器の演奏、あるいは特定の言葉（音）を店主に差し出している様子を描いてください。
2028/05/03,月,No.03688,感情を消す万年筆,その万年筆で日記や手紙を書くと、書かれた文字からインクと共に感情（喜びや悲しみ）が吸い取られ、書いた人は無表情になっていく様子を描いてください。
2028/05/04,火,No.03689,雪の結晶の中の都市,雪の結晶の一つを顕微鏡で拡大すると、その氷の枝分かれした構造に沿って、微細な未来都市が建設されている様子を描いてください。
2028/05/05,水,No.03690,ルネサンス期に発見されたスマートフォン,レオナルド・ダ・ヴィンチのようなルネサンス期の芸術家や科学者が、発掘された（あるいは空から落ちてきた）スマートフォンを囲み、その構造や機能を真剣にスケッチしたり議論したりしている様子を生成してください。
2028/05/06,木,No.03691,怒りで発電する街,都市の動力源が人々の「怒り」であり、市民が怒りを表明するための施設（叫び声を上げる場所など）が集められ、そこからエネルギーがパイプで都市中に送られている様子を描いてください。
2028/05/07,金,No.03692,電子回路の根,地面の下に張り巡らされているのが植物の根ではなく、光ファイバーや電子回路の基板であり、それが地上の木々（デジタルツリー）にデータを供給している様子を描いてください。
2028/05/08,土,No.03693,夢の密輸人,人々が見た「夢」が、液体や結晶のような物理的な物質として存在し、それを国境や検問所でこっそりとカバンに隠して運ぶ「夢の密輸人」を描いてください。
2028/05/09,日,No.03694,シンデレラ、西部劇のガンマンになる,童話のシンデレラが、ガラスの靴の代わりにカウボーイブーツを履き、ドレスの代わりに保安官のバッジをつけ、二丁拳銃で悪党と対決している西部劇のシーンを生成してください。
2028/05/10,月,No.03695,万有引力の見える街,街中のあらゆる物体（人、車、建物、リンゴなど）から、目に見える重力の線（矢印や光の帯）が地面に向かって伸びている、物理法則が可視化された風景を描いてください。
2028/05/11,火,No.03696,浮世絵風スペースオペラ,宇宙空間での壮大な艦隊戦や、エイリアンとの遭遇シーンを、葛飾北斎や歌川広重のような浮世絵のスタイル（大胆な構図、独特の色彩）で描いてください。
2028/05/12,水,No.03697,水族館の空飛ぶバス,ごく普通の路線バスが、水族館の巨大な水槽の中を、魚たちと一緒にゆっくりと泳ぎ（飛び）、乗客が窓から海の生き物を眺めている様子を生成してください。
2028/05/13,木,No.03698,「頭が固い」人,議論中に「頭が固い」と指摘された人物の頭部が、文字通りコンクリートや岩石に変化し、そこから芽が出たり、鳥が巣を作ったりしている様子をコミカルに描いてください。
2028/05/14,金,No.03699,空を泳ぐイカの群れ,海ではなく、夕焼け空や星空を、イカの群れが（まるで水中を泳ぐかのように）ゆらゆらと漂いながら移動している幻想的な風景を描いてください。
2028/05/15,土,No.03700,思考の化石,古代の哲学者の「思考」や「アイデア」が、アンモナイトや三葉虫のような化石となって地層から発掘され、博物館に展示されている様子を描いてください。
2028/05/16,日,No.03701,未来を思い出す老人,老人ホームで、一人の老人が、過去の思い出ではなく、これから起こるはずの未来の出来事（例：孫の結婚、宇宙旅行）を懐かしそうに語っている様子を描いてください。
2028/05/17,月,No.03702,怒りの賛美歌,教会の聖歌隊が、神を讃える厳かな賛美歌ではなく、ヘビーメタルのような激しい怒りや葛藤を表現するシャウト混じりの歌を、パイプオルガンの伴奏で歌っている様子を生成してください。
2028/05/18,火,No.03703,金属でできた雲,空に浮かぶ雲が、綿のように柔らかい水蒸気ではなく、錆びた鉄や光沢のあるクロムのような硬い金属の塊でできており、その影が地上に落ちている様子を描いてください。
2028/05/19,水,No.03704,中世のAI騎士,中世の騎士が身につけている甲冑が、実は高度なAIを搭載したパワードスーツであり、バイザー部分にホログラムのディスプレイが表示されている様子を、ゴシック様式とSFを融合させて描いてください。
2028/05/20,木,No.03705,苦痛な味のする鎮痛剤,痛みを和らげるための鎮痛剤（錠剤や液体）が、飲むと激しい苦痛（例：灼熱感、針で刺すような痛み）を感じさせる味だが、飲んだ後は痛みが消えている、という矛盾した状況を描いてください。
2028/05/21,金,No.03706,「時間」を食べる怪物,時計やカレンダーをムシャムシャと食べることで、その地域の「時間」を奪い去る怪物を描いてください。怪物が食べた場所だけが時間が止まったり、老化が停止したりしている様子も表現してください。
2028/05/22,土,No.03707,カラスに教えを請う学者,大学の教授や学者が、図書館や研究室で、人間の言葉を話すカラス（あるいはフクロウ）を先生として、真剣に講義を受けたり、質問したりしている様子を描いてください。
2028/05/23,日,No.03708,手のひらサイズの火山,一人の人物が手のひらを広げると、その中央で小さな火山が活動しており、煙や溶岩を噴出させている様子をマクロで描いてください。
2028/05/24,月,No.03709,沈黙の楽譜,オーケストラが演奏している楽譜が、五線譜に音符が書かれているのではなく、休符や空白ばかりで埋め尽くされている。しかし演奏者たちはそこから壮大な音楽を読み取って演奏している様子を描いてください。
2028/05/25,火,No.03710,生きたタトゥー,人の肌に彫られたタトゥー（龍や花など）が、肌の上で実際に動き回ったり、色を変えたり、時には肌から飛び出して独立して行動したりする様子を描いてください。
2028/05/26,水,No.03711,涙で飛ぶ飛行船,飛行船の燃料が「人々の悲しみの涙」であり、集められた涙を燃やす（あるいは気化させる）ことで浮力を得て空を飛んでいる、悲しくも美しい機械を描いてください。
2028/05/27,木,No.03712,重力が垂直でない街,人々が歩く地面が壁や天井にも存在し、重力が様々な方向（横向きや斜め上）に向かって働いているため、人々が壁面を「下」として歩いたり、建物が横向きに建っていたりする奇妙な都市を描いてください。
2028/05/28,金,No.03713,物語を修正する消しゴム,消しゴムが、印刷された本の文字を消すと、その物語の展開（例：主人公がピンチになる）がリアルタイムで書き換えられ、ハッピーエンドに変わっていく様子を生成してください。
2028/05/29,土,No.03714,原子核の周りを回る惑星,原子模型図（原子核の周りを電子が回っている）のスケールが逆転し、中心の小さな太陽（原子核）の周りを、地球や火星のような巨大な惑星（電子）が猛スピードで公転している宇宙空間を描いてください。
2028/05/30,日,No.03715,産業革命時代の魔法使い,もし産業革命期に魔法が実用化されていたら。蒸気機関で動く魔法の杖や、歯車仕掛けのゴーレムが、石炭で汚れたロンドンの街で稼働している様子を描いてください。
2028/05/31,月,No.03716,恐怖を可視化する眼鏡,特別な眼鏡をかけると、人々が漠然と感じている「恐怖」や「不安」が、その人の周りにまとわりつく黒い霧や、小さな化け物の姿として目に見えるようになる状況を描いてください。
2028/06/01,火,No.03717,サンゴ礁の摩天楼,海中に広がるサンゴ礁が、自然の造形ではなく、ニューヨークの摩天楼のような高層ビル群の形をしており、カラフルな魚たちがそのビルの谷間を泳いでいる風景を生成してください。
2028/06/02,水,No.03718,現実を編集する夢,眠っている人が見る夢の内容（例：夢の中で壁を赤く塗る）が、そのまま現実の部屋に反映され、朝起きると部屋の壁が本当に赤くなっているという、夢と現実がリンクした状況を描いてください。
2028/06/03,木,No.03719,白雪姫、エイリアンと遭遇,森の中で倒れている白雪姫を、七人の小人ではなく、グレイタイプの小さなエイリアンたちが宇宙船のそばで囲み、不思議そうに調査している様子を描いてください。
2028/06/04,金,No.03720,音の波紋が見える世界,人々が話す声や物音が、水面に広がる波紋のように、空気中を色とりどりの波として伝わっていくのが目に見える世界を描いてください。
2028/06/05,土,No.03721,シュルレアリスム風の取扱説明書,家電製品の取扱説明書が、ダリやマグリットの絵画のように、非現実的で奇妙なイラスト（例：溶ける時計の使い方、空飛ぶ魚の充電方法）で構成されている様子を生成してください。
2028/06/06,日,No.03722,ファストフード店の禅僧,忙しいファストフード店のレジで、一人の禅僧が、客の注文（「ビッグマックセット、ポテトLで」）に対して、動じることなく、ゆっくりとした動作と禅問答のような言葉で対応している様子を描いてください。
2028/06/07,月,No.03723,「火のないところに煙は立たぬ」の反証,火（火事や焚き火）が全く存在しない雪原や水中から、もくもくと煙だけが立ち上っている奇妙な風景を描いてください。
2028/06/08,火,No.03724,羽毛の鎧,騎士が身につけている鎧が、鋼鉄ではなく、鳥の柔らかい羽毛でびっしりと覆われている。しかし、その羽毛の鎧が鋼鉄以上に強固で、剣や矢を弾き返している様子を描いてください。
2028/06/09,水,No.03725,思考が物質化する会議室,会議室で人々がアイデアを出すと、その「アイデア」が頭上から物理的な物体（電球、歯車、あるいは奇妙なオブジェ）として現れ、テーブルの上に積み上がっていく様子を描いてください。
2028/06/10,木,No.03726,過去にしか届かない電話,古い黒電話が、未来や現在ではなく、必ず過去の特定の時間（例：10年前の自分）にしか繋がらない。その電話で過去の自分と会話している人物を描いてください。
2028/06/11,金,No.03727,呪いが花になる村,その村では、人々がかけられた「呪い」や「悪意」が、当人の体から美しい（しかし少し毒々しい）花となって咲き誇る。村人たちはその花を身につけて生活している様子を描いてください。
2028/06/12,土,No.03728,忘却の司書,図書館の司書が、本に知識を詰めるのではなく、人々から「忘れたい記憶」を吸い出し、それを「忘却の書」として本棚に封印していく儀式的な様子を描いてください。
2028/06/13,日,No.03729,砂漠に浮かぶ鳥居の群れ,見渡す限りの砂漠の風景の中に、海や森にあるはずの朱色の鳥居が、まるで蜃気楼のように無数に浮かび、連なっている幻想的な風景を生成してください。
2028/06/14,月,No.03730,ハンマーに指示される大工,大工が家を建てているが、その手元のハンマーが自律的に動き、大工に対して「そこじゃない」「もっと強く叩け」と指示（吹き出しや光で）を出している様子を描いてください。
2028/06/15,火,No.03731,幸福が伝染病になる世界,一人が幸福を感じると、その「幸福感」がウイルスのように周囲の人々に伝染し、街中の人々が理由もなく笑い転げ、踊りだすパンデミックの様子を描いてください。
2028/06/16,水,No.03732,経験を売買する市場,人々が自分の「経験」（例：「初めて空を飛んだ経験」「失恋の経験」）を結晶やデータチップにして、市場で売買している近未来的な風景を描いてください。
2028/06/17,木,No.03733,1kmが1秒で進む道,ある特定の道だけ、物理的な距離（1km）が時間（1秒）として認識され、その道を歩くと一瞬で長距離を移動できるが、同時に急激に歳をとる（あるいは時間が進む）様子を描いてください。
2028/06/18,金,No.03734,青い色の「甘い」音,「青色」が、目に見えるだけでなく、非常に「甘い」音（音楽）として聞こえてくる世界。青空や青い花を見ながら、人々がうっとりとその「音」に耳を傾けている様子を描いてください。
2028/06/19,土,No.03735,風船のように軽い鉄骨,建設現場で使われる巨大な鉄骨が、作業員のくしゃみで吹き飛んでしまうほど軽く、風船のように空に浮かんでしまい、作業員が慌ててそれを掴まえようとしている様子を生成してください。
2028/06/20,日,No.03736,体の内側が宇宙空間,人間のシルエットの内側が、皮膚や内臓ではなく、星々が輝く広大な宇宙空間になっている様子を、神秘的に描いてください。
2028/06/21,月,No.03737,走る彫像,博物館や公園に設置されている、静止しているはずの銅像や大理石像が、夜中にマラソン大会を開催し、真剣な表情で街中を走っている様子を描いてください。
2028/06/22,火,No.03738,時計の形をした鳥,空を飛ぶ鳥の姿が、鳩やカラスではなく、文字盤と針がついた「時計」の形をしており、その針の動きで時間を告げながら飛んでいる様子を生成してください。
2028/06/23,水,No.03739,咲き続ける枯れ木,完全に枯れて葉も落ちた大木が、なぜか満開の桜や色鮮やかな花を咲かせ続けている、生と死が同居した不思議な風景を描いてください。
2028/06/24,木,No.03740,全体が部分より小さい世界,リンゴ全体が、そのリンゴの「種」よりも小さく描かれている、あるいは地球全体が、その上の一軒の家よりも小さく描かれている、スケール感が破綻した世界を描いてください。
2028/06/25,金,No.03741,恐竜時代のスマートフォンユーザー,ティラノサウルスが闊歩するジュラ紀のジャングルで、原始人が火をおこす代わりに、スマートフォンをいじって情報を検索している様子を描いてください。
2028/06/26,土,No.03742,卵が先か鶏が先かの無限ループ,鶏が卵を産み、その卵が孵化して鶏になり、その鶏がまた卵を産む…というプロセスが、一本の線上で無限にループしている様子を、エッシャーのだまし絵風に描いてください。
2028/06/27,日,No.03743,一人が群衆になる瞬間,一人の人物が歩いていると、その人物から分身が次々と現れ、一瞬にして大勢の群衆（しかし全員同じ顔）に変わる瞬間を描いてください。
2028/06/28,月,No.03744,「希望」の重さを測る天秤,アンティークな天秤の一方の皿に「希望」という概念（光の玉や抽象的な形）が乗せられ、もう一方の皿にはその重さに見合うだけの金塊や重りが積まれている様子を描いてください。
2028/06/29,火,No.03745,必ず裏が出るコイン,コイントスをすると、何度やっても、どのような投げ方をしても、必ず「裏」しか出ない。そのコインを不思議そうに見つめる人々を描いてください。
2028/06/30,水,No.03746,単純な迷路（しかし誰も解けない）,見た目は非常に単純な一本道、あるいは簡単な迷路なのに、誰もゴールにたどり着けず、人々がその中で永遠に迷い続けている不条理な様子を描いてください。
2028/07/01,木,No.03747,無限に続くエスカレーター,ビルのエスカレーターが、どの階にも繋がっておらず、ただひたすら空に向かって（あるいは地下に向かって）無限に伸び続けている様子を、シュールに描いてください。
2028/07/02,金,No.03748,不可能を可能にする設計図,「永久機関」や「四角い円」など、物理的・論理的に不可能なものを製造するための詳細な設計図が、真面目な顔で描かれている様子を生成してください。
2028/07/03,土,No.03749,ゼロの重さ,「0」という数字が書かれた重りが、実際には無限の重さ（あるいは負の重さ）を持っており、シーソーの片側に乗せると地球全体が持ち上がってしまうような、概念が物理法則を歪める様子を描いてください。
2028/07/04,日,No.03750,「犬」と呼ばれる猫,見た目はどう見ても猫（三毛猫やシャム猫）だが、周囲の人々が当たり前のように「犬」と呼び、犬のように散歩させたり、「ワン」と鳴くことを期待したりしている日常風景を描いてください。
2028/07/05,月,No.03751,死から始まる人生,人間が老人（死の直前）の姿で生まれ、徐々に若返っていき、最終的に赤ん坊の姿で「始まり」（誕生）を迎えるという、時間が逆行する人生のサイクルを描いてください。
2028/07/06,火,No.03752,答えが先に見つかるクイズ,クイズ番組で、まず「答えはリンゴです」と提示され、その後で司会者や回答者が必死になって「その答えに合う質問」を考えている様子を生成してください。
2028/07/07,水,No.03753,努力が報われないジム,ジムで人々が必死にトレーニング（ランニング、ウェイトリフティング）をすればするほど、筋肉が落ちて痩せ細り、体力がなくなっていく皮肉な状況を描いてください。
2028/07/08,木,No.03754,過去を予測する水晶玉,占い師が水晶玉を覗き込んでいるが、そこに映し出されているのは未来の出来事ではなく、相談者がすでに経験した過去の出来事（例：昨日の夕食）であり、それを「予測」として語っている様子を描いてください。
2028/07/09,金,No.03755,統一された反逆者,全員が「体制反対」のスローガンを掲げているが、服装、髪型、行動がすべてマニュアルで統一されており、指導者の号令で一斉に行動する、矛盾した反乱軍を描いてください。
2028/07/10,土,No.03756,騒がしい瞑想,瞑想（ヨガや座禅）をしている人々が、静寂を求めるどころか、大声で叫んだり、ロックミュージックを大音量で流したりしながら、それでも深い瞑想状態に入っている様子を生成してください。
2028/07/11,日,No.03757,失敗の表彰式,発明コンテストで、最も壮大に、あるいは最も馬鹿馬鹿しく「失敗」した発明品（例：爆発したトースター）が優勝し、開発者が涙ながらにトロフィーを受け取っている様子を描いてください。
2028/07/12,月,No.03758,美しいゴミ処理場,都市のゴミ処理場や廃棄物の山が、悪臭や汚染の源ではなく、色とりどりの宝石や万華鏡のようなパターンを織りなす、非常に美しい観光名所になっている風景を描いてください。
2028/07/13,火,No.03759,真実を隠すための「真実」,政治家や指導者が、何かを隠蔽するために、あえて別の（どうでもいい）「真実」を大声で連呼し、人々の注意をそらそうとしている様子を風刺的に描いてください。
2028/07/14,水,No.03760,愛ゆえの拷問,愛する対象（恋人やペット）を、あまりにも愛しすぎるがゆえに、過剰な束縛や監視、あるいは苦痛を与えることでしか愛情を表現できない、歪んだ関係性を描いてください。
2028/07/15,木,No.03761,希望の牢獄,人々が「いつか良くなる」という強い希望を抱き続けることで、現状の劣悪な環境（牢獄やスラム）から抜け出す行動を起こせず、結果的にその希望によって縛り付けられている様子を描いてください。
2028/07/16,金,No.03762,不自由な億万長者,莫大な富を持つ億万長者が、その資産を守るためのセキュリティや、世間の目、複雑な人間関係によって、一切の自由（外出、食事、交友）を奪われ、金色の鳥かごの中で暮らしている様子を描いてください。
2028/07/17,土,No.03763,知識の重荷,知識を得れば得るほど、その知識が物理的な重荷（巨大な本や岩）となってその人の背中に積み重なり、最終的には重さで動けなくなってしまう学者の姿を描いてください。
2028/07/18,日,No.03764,弱いチャンピオン,ボクシングや格闘技のチャンピオンベルトを巻いている人物が、非常に臆病でひ弱であり、挑戦者ではなく、小さな蝶や自分の影に怯えている様子をコミカルに描いてください。
2028/07/19,月,No.03765,ゆっくり進む光,光が、秒速30万kmではなく、人間が歩くのと同じくらいの速度でゆっくりと進んでいる世界。懐中電灯をつけると、光の玉がゆっくりと飛んでいく様子を描いてください。
2028/07/20,火,No.03766,明るい夜空,夜になっても太陽が沈まず、空が真昼のように明るい。しかし、人々はそれを「夜」として認識し、パジャマを着て眠ろうとしたり、フクロウが活動したりしている、白夜とは異なる奇妙な夜を描いてください。
2028/07/21,水,No.03767,燃える氷,氷（氷河や氷の彫刻）が、溶けるのではなく、赤い炎を上げて激しく燃えている様子を、物理法則を無視して描いてください。
2028/07/22,木,No.03768,柔らかいダイヤモンド,世界で最も硬いはずのダイヤモンドが、粘土やスライムのように柔らかく、指で簡単に形を変えたり、伸ばしたりできる様子を描いてください。
2028/07/23,金,No.03769,苦いケーキ,見た目は非常に甘そうで美しいデコレーションケーキだが、一口食べると耐え難いほど苦い。しかし人々はそれを高級品として、我慢しながら（あるいは恍惚として）食べている様子を描いてください。
2028/07/24,土,No.03770,香水のような排気ガス,自動車や工場の煙突から排出される排気ガスが、黒い煙や悪臭ではなく、虹色に輝く美しい霧であり、芳しい香水を撒き散らしている様子を描いてください。
2028/07/25,日,No.03771,調和したノイズバンド,バンドが演奏しているのが、楽器ではなく、ドリルや掃除機、チェーンソーなどの「騒音」が出る道具だけだが、それらが完璧に調和し、美しい交響曲のような音楽を生み出している様子を生成してください。
2028/07/26,月,No.03772,混沌としたチェス,チェスの盤面で、駒がルール（秩序）に従って動くのではなく、それぞれが自由意志を持ったかのように、盤上をカオスに動き回り、戦っている様子を描いてください。
2028/07/27,火,No.03773,変化のないカーニバル,毎日がカーニバル（祭り）で、人々が仮装し、パレードが続く街。しかし、その光景が365日全く同じで、人々は変化のない「刺激」に飽き飽きしている様子を描いてください。
2028/07/28,水,No.03774,予測可能なカオス,火山の噴火や株式市場の暴落といった、本来は予測困難なカオス的現象が、時計のように正確なスケジュールで、毎回全く同じパターンで発生している様子を生成してください。
2028/07/29,木,No.03775,非論理的な探偵,探偵が事件を解決する際、証拠や論理的な推理を一切用いず、「犯人はヤギだから」「星がそう告げているから」といった非論理的な直感だけで、見事に真犯人を突き止める様子を描いてください。
2028/07/30,金,No.03776,非合理なダイエット,痩せるために、あえて高カロリーのジャンクフード（ハンバーガーやピザ）を大量に食べるという非合理なダイエット法を実践し、しかもなぜか成功してスリムになっている人物を描いてください。
2028/07/31,土,No.03777,静かなる戦争,二つの軍隊が、武器や爆発音を一切使わず、完全な沈黙の中で、睨み合ったり、ジェスチャーだけで戦ったりしている、奇妙に平和で緊張感のある戦争風景を描いてください。
2028/08/01,日,No.03778,溶ける大理石の柱,古代ギリシャ神殿のような荘厳な大理石の柱が、暑さや時間の経過によって、アイスクリームのようにドロドロに溶け出し、形を失っていく様子を描いてください。
2028/08/02,月,No.03779,飛行する古代の亀,甲羅の上に大陸や古代文明を乗せた巨大な亀が、海や地上ではなく、雲を突き抜け、宇宙空間をゆっくりと飛んでいる（泳いでいる）姿を生成してください。
2028/08/03,火,No.03780,甘い香りのする毒霧,街を覆う危険な毒霧が、見た目は美しくピンク色で、キャンディのような非常に甘い香りを放っており、人々がその香りに誘惑されてしまう様子を描いてください。
2028/08/04,水,No.03781,「孤独」の群れ,「孤独」という感情が擬人化（例：フードを被った小柄な人影）され、その孤独たちが一人でいることに耐えられず、集団で集まって群れをなし、一緒にいる（しかし互いに交流はしない）奇妙な様子を描いてください。
2028/08/05,木,No.03782,王に仕えるドラゴン,強力で誇り高いドラゴンが、人間の（しかも弱々しい）王様に対して、執事や召使いのようにかしずき、お茶を淹れたり、肩を揉んだりしている様子を生成してください。
2028/08/06,金,No.03783,ビルより高い一本の草,都市の摩天楼の真ん中に、一本だけ、ビル群を見下ろすほど巨大に成長した草（雑草）が生えており、風にそよいでいる風景を描いてください。
2028/08/07,土,No.03784,味の見えるレストラン,レストランで、シェフが作った料理の「味」（甘味、酸味、苦味など）が、オーラや光の粒子のように皿から立ち上り、客がその「味の形」を目で見て楽しんでいる様子を描いてください。
2028/08/08,日,No.03785,蔦に覆われたアンドロイド,森の奥深くで、何百年も放置されたアンドロイド（ロボット）が、完全に動力を失い、全身を蔦や苔、花々に覆われ、自然の一部と化している様子を、美しくも物悲しく描いてください。
2028/08/09,月,No.03786,雲で網を作る漁師,漁師が船の上から、海ではなく空に向かって網を投げ、漂う「雲」を魚のように捕獲しようとしている幻想的な風景を生成してください。
2028/08/10,火,No.03787,影が本体の世界,人間や物体の「影」の方が実体を持ち、影が自由に動き回ったり、食事をしたりしている。一方、本体（人間や物体）は影に引きずられるようにして、ぼんやりと存在している世界を描いてください。
2028/08/11,水,No.03788,色を盗むカメラ,そのカメラで写真を撮ると、被写体（花や風景）から色が失われ、モノクロになってしまう。代わりに、カメラ（あるいは写真）がその色を吸い取って鮮やかに輝いている様子を描いてください。
2028/08/12,木,No.03789,細菌レベルの都市計画,顕微鏡を覗き込むと、ペトリ皿の中の細菌や微生物たちが、人間が設計したかのような整然とした都市（道路、ビル、公園）を形成し、コロニーを運営している様子を描いてください。
2028/08/13,金,No.03790,ヴァイキング時代の宇宙船,北欧のヴァイキングたちが、木製のロングシップ（ドラゴン船）に乗り込んでいるが、その船が帆の代わりにロケットエンジンを搭載し、宇宙空間（例：土星の輪）を航行している様子を描いてください。
2028/08/14,土,No.03791,優しさのトゲ,ある人物が他人に「優しさ」を示すと、その優しさ（言葉や行動）が鋭いトゲとなって相手に突き刺さり、相手を傷つけてしまうが、本人は善意で行っているという皮肉な状況を描いてください。
2028/08/15,日,No.03792,ネオン管の森,森の木々が、幹や枝がネオン管でできており、夜になると赤や青、緑に怪しく発光している。動物たちもサイバネティックな姿をしている、テクノロジーと自然が融合した森を描いてください。
2028/08/16,月,No.03793,現実をデバッグする人々,現実世界に起こる不具合（例：物理法則のバグ、テクスチャの剥がれ）を、プログラマーのような人々がノートPCを開き、コンソール画面で「デバッグ」して修正している様子を生成してください。
2028/08/17,火,No.03794,赤ずきん、狼と共謀する,童話「赤ずきん」の赤ずきんが、実は狼とグルで、おばあさん（あるいは猟師）を罠にはめるために、笑顔で狼とハイタッチしたり、作戦会議をしたりしている様子を描いてください。
2028/08/18,水,No.03795,π（パイ）の空,空全体が、円周率（3.141592...）の無限に続く数字の羅列で埋め尽くされており、人々がその空を見上げている、数学的な法則が可視化された世界を描いてください。
2028/08/19,木,No.03796,アール・デコ様式の火星基地,火星の赤い大地に建設された人類の基地が、機能性重視のドームではなく、1920年代のアール・デコ様式（幾何学模様、金色の装飾、流線型）で豪華絢爛にデザインされている様子を描いてください。
2028/08/20,金,No.03797,教室にいる一頭の象,学校の教室で、生徒たちと一緒に、一頭のアフリカ象が（なぜか生徒用の小さな椅子に）窮屈そうに座り、真面目に授業を受けている。しかし教師も生徒も誰も気にしていない様子を描いてください。
2028/08/21,土,No.03798,「火に油を注ぐ」消防士,火災現場で、消防士が消火ホースから水ではなく、ガソリンや油を噴射し、火の勢いをさらに強めている。しかし本人は真剣な顔で「消火活動」をしているつもりの様子を描いてください。
2028/08/22,日,No.03799,意思を持つ雲,空に浮かぶ雲が、ただ風に流されるのではなく、明確な意思を持って特定の形（例：怒った顔、動物の形）に変化したり、人々を追いかけたり、雨を降らせる場所を選んだりしている様子を生成してください。
2028/08/23,月,No.03800,ニュースを食べる怪物,テレビや新聞、スマートフォンの画面から流れる「ニュース（情報）」を、物理的にムシャムシャと食べる怪物を描いてください。怪物がネガティブなニュースを食べるほど、世の中が平和になっていく様子も表現してください。
